category,question_original,question_variations,answer,keywords,intent,fallback_clarification,confidence_threshold;
"Bestellprozess_Lieferung,Wie bestelle ich ein fertig gestaltetes Werbemittel?,[],""Zwei Optionen: 1. Über Kampagnenübersicht: Klicken Sie auf Ihre Kampagne. In der Übersicht der erstellten Werbemittel unten rechts auf """"In den Warenkorb"""". 2. Aus dem Editor: Klicken Sie im Editor auf den Button """"Bestellen"""". Im Warenkorb den Bestellprozess abschließen. Bitte Werbemittel vorher immer speichern!"",""Werbemittel bestellen, Kampagnenübersicht, Editor, Warenkorb"",how_to_order_finished_material,Haben Sie das Werbemittel vor der Bestellung gespeichert?,0.8";
"Bestellprozess_Lieferung,Was sehe ich im Warenkorb und welche Bestellangaben muss ich machen?,[],""Im Warenkorb Werbemittel sammeln. Produktdetails (Format, Material etc.) und Warnhinweise (unbearbeitete Seiten) einsehen. Printproduktion oder PDF-Download: Auswählen. Produktionszeit: Standard-, Express-, Overnight-Produktion wählen (produktabhängig). Auflage: Gewünschte Auflage wählen (produktabhängig, von Druckerei vorgegeben). Optionale Zusatzoptionen: Webfähige PDF bestellen oder manuelle Datenprüfung beauftragen."",""Warenkorb, Bestellangaben, Produktdetails, Produktionszeit, Auflage"",what_i_see_in_cart_order_details,""Haben Sie die Produktdetails, Produktionszeit und Auflage für Ihre Bestellung ausgewählt?"",0.8";
"Bestellprozess_Lieferung,Was beinhaltet die manuelle Datenprüfung?,[],""Zusätzliche Sicherheitsoption, PDF wird von Grafiker gesichtet. Kontakt bei Korrekturbedarf. Prüfung: Objektive technische Korrektheit (abgeschnitten, überlagert, verzerrt), Subjektiver Eindruck (unter-/überbelichtet, verpixelt, unscharf, Farbstich). Nicht geprüft: Lektorat/Korrektorat (keine inhaltliche/orthografische Prüfung). Hinweis: Im Kommentarfeld Grafiker auf spezifische Wünsche hinweisen."",""manuelle Datenprüfung, Grafiker, technische Korrektheit, subjektiver Eindruck"",what_manual_data_check_includes,""Möchten Sie, dass ein Grafiker Ihre PDF auf technische Korrektheit prüft?"",0.8";
"Bestellprozess_Lieferung,Wie lege ich Rechnungs- und Lieferadresse fest?,[],""Rechnungsadresse: Unter “Kontakt wählen” auswählen. Daten aus Registrierung werden oft automatisch übernommen. Lieferadresse: Falls abweichend, anpassen. Aus Kontaktliste wählen oder neuen Kontakt anlegen (“Kontakt hinzufügen”)."",""Rechnungsadresse, Lieferadresse, Kontakt wählen, Kontakt hinzufügen"",how_to_set_billing_shipping_address,Haben Sie die Rechnungs- und Lieferadressen korrekt angegeben?,0.8";
"Bestellprozess_Lieferung,Wie wähle ich die Zahlungsart?,[],""Zwischen Zahlung per Rechnung (ab 250€), PayPal oder Kreditkarte wählen."",""Zahlungsart wählen, Rechnung, PayPal, Kreditkarte"",how_to_choose_payment_method,""Haben Sie Ihre bevorzugte Zahlungsart (Rechnung, PayPal, Kreditkarte) ausgewählt?"",0.8";
"Bestellprozess_Lieferung,Wie sind die Lieferzeiten und was gilt generell?,[],""Variieren je Werbemittel. Im Bestellprozess bei Auflagenwahl einsehbar. Angegebene Lieferzeit = Arbeitstage (Mo-Fr, keine Feiertage), Richtwerte, können sich verlängern. Standardbestellungen: unverbindlich."",""Lieferzeiten, Arbeitstage, Richtwerte, Standardbestellungen"",delivery_times_general,Haben Sie die Lieferzeiten für das spezifische Werbemittel im Bestellprozess überprüft?,0.8";
"Bestellprozess_Lieferung,Was muss ich bei einer Overnight-Bestellung beachten?,[],Bestellung bis 09:30 Uhr. Mehr Zeit bei manueller Datenprüfung einplanen. Keine Änderungswünsche berücksichtigbar.,""Overnight-Bestellung, Bestellfrist, Datenprüfung, Änderungswünsche"",what_to_consider_for_overnight_orders,Haben Sie Ihre Overnight-Bestellung bis 09:30 Uhr aufgegeben?,0.8";
"Bestellprozess_Lieferung,Was muss ich bei einer Express-Bestellung beachten?,[],Bestellung bis 11:30 Uhr. Mehr Zeit bei manueller Datenprüfung einplanen.,""Express-Bestellung, Bestellfrist, Datenprüfung"",what_to_consider_for_express_orders,Haben Sie Ihre Express-Bestellung bis 11:30 Uhr aufgegeben?,0.8";
"Bestellprozess_Lieferung,Ist eine Lieferung ins Ausland möglich?,[],Standardmäßig kann für CDU-Bestellungen keine Lieferung ins Ausland erfolgen.,""Lieferung Ausland, CDU-Bestellungen"",is_international_delivery_possible,""Können Sie mir die gewünschte Lieferadresse nennen, um zu prüfen, ob eine Auslandslieferung möglich ist?"",0.8";
"Bestellprozess_Lieferung,Wie kann ich den Stand meiner Lieferung verfolgen?,[],""Über Sendungsverfolgungslink per E-Mail. Falls kein Link erhalten, Support kontaktieren (dialog@creacheck.com oder 0631-366-888)."",""Lieferungsstand, verfolgen, Sendungsverfolgungslink, E-Mail, Support"",how_to_track_delivery_status,Haben Sie Ihre E-Mails nach einem Sendungsverfolgungslink durchsucht?,0.8";
"Bestellprozess_Lieferung,In der Druck-Vorschau sind Linien. Was bedeutet das?,[],""Die Linien repräsentieren ein Wasserzeichen, da es eine Vorschau-PDF ist, nicht druckfertig. Sie dient zur Kontrolle von Positionierung, Beschnitt und Textüberläufen."",""Druck-Vorschau, Linien, Wasserzeichen, Vorschau-PDF"",what_do_lines_in_print_preview_mean,Haben Sie die Linien als Wasserzeichen für die Vorschau-PDF erkannt?,0.8";
"Bestellprozess_Lieferung,Wie unterscheidet sich der Bestellprozess für Landingpages?,[],Weitgehend identisch. Statt Auflage wird Wunschdomain angegeben. Verfügbarkeit wird automatisch geprüft.,""Bestellprozess, Landingpages, Wunschdomain, Verfügbarkeit"",how_order_process_differs_for_landingpages,Haben Sie Ihre Wunschdomain für die Landingpage angegeben?,0.8";
"Bestellprozess_Lieferung,Wie funktioniert das mit Domain & Hosting?,[],""Haken bei “Domain Hosting” setzen. Wunschdomain eingeben, “Speichern”, “Verfügbarkeit prüfen”. Frei: grün. Vergeben: rot."",""Domain, Hosting, Wunschdomain, Verfügbarkeit prüfen"",how_domain_hosting_works,Haben Sie die Domain-Verfügbarkeit geprüft?,0.8";
"Bestelluebersicht,Wo kann ich meine bereits getätigten Bestellungen einsehen?,[],""Unter “Bestellungen”. Statusleiste zeigt Fortschritt. Für Details auf “Bearbeiten” klicken dann „Rechnungs-/Versandadresse, Zahlungsart, Artikel, Menge, Betrag“."",""Bestellungen einsehen, Statusleiste, Bearbeiten, Details"",where_to_view_past_orders,""Haben Sie den Bereich """"Bestellungen"""" im Portal gefunden?"",0.8";
"Kosten_Preise,Was kostet die Nutzung von CreaCheck für CDU-Mitglieder?,[],Die Registrierung und Nutzung von CreaCheck ist für sämtliche Mitglieder der CDU kostenfrei und wird von der Landesgeschäftsstelle finanziert. Lediglich bei der Bestellung von Druckprodukten entstehen Kosten. Social Media Inhalte sind vollständig kostenlos. Bei Drucksachen wird der Preis der Druckerei 1:1 ohne Aufschlag durch CreaCheck weiterberechnet.,""Kosten, Nutzung, CDU-Mitglieder, kostenfrei, Druckprodukte, Social Media"",cost_of_creacheck_for_cdu_members,Haben Sie Fragen zu den Kosten für Druckprodukte oder Social Media Inhalte?,0.8";
"Kosten_Preise,Was kostet eine Druck-PDF oder ein Faltblatt oder andere Druck-Produkte für CDU-Nutzer?,[],""Die Preise aller Produkte können im Warenkorb eingesehen werden. Aufgrund der Produktvielfalt ist keine Preisliste vorab verfügbar. Legen Sie das gewünschte Produkt, auch unbearbeitet, in den Warenkorb um Preise für Auflagen, der Versandarten Standard/Express/Overnight und Optionen einzusehen."",""Kosten, Druck-PDF, Faltblatt, Druck-Produkte, Warenkorb, Auflage"",cost_of_print_products,""Haben Sie das gewünschte Produkt in den Warenkorb gelegt, um die Preise einzusehen?"",0.8";
"Kosten_Preise,Was kostet eine Landingpage für CDU-Nutzer?,[],""Die gesamte Landingpage, einschließlich der gewünschten Domain und des Hostings für 12 Monate, beläuft sich auf nur 143,99 € inklusive Mehrwertsteuer. Für eine Verlängerung des Hostings nach diesem Zeitraum fallen zusätzlich monatliche Kosten in Höhe von 7,14 € inklusive MwSt. an. Zusatzinformation: Die Preise können je Landesverband und Angebot variieren."",""Kosten, Landingpage, Domain, Hosting, Mehrwertsteuer"",cost_of_landingpage,Haben Sie Fragen zu den Kosten für die Domain-Verlängerung oder spezifische Landesverbandsangebote?,0.8";
"Kosten_Preise,Was kosten die Social Media Inhalte für CDU-Nutzer?,[],""Alle Inhalte für Social Media, wie beispielsweise Facebook- oder Instagram-Posts, sind vollständig kostenlos. Sie können die erstellten Social Media Inhalte direkt im Editor über die Schaltfläche """"Bild exportieren"""" herunterladen."",""Kosten, Social Media Inhalte, kostenlos, Bild exportieren"",cost_of_social_media_content,""Haben Sie die Option """"Bild exportieren"""" im Editor genutzt, um Ihre Social Media Inhalte herunterzuladen?"",0.8";
"Support_Kontakt,Wie und wann kann ich bei der Hotline von CreaCheck anrufen (CDU-Kontext)?,[],""Um Ihnen die optimalen Preise bieten zu können, steht keine Hotline zur Verfügung. Sie haben jedoch die Möglichkeit, sich jederzeit per E-Mail an dialog@creacheck.com zu wenden und gerne einen Rückruf zu vereinbaren."",""Hotline, Anrufen, E-Mail, Rückruf, Support"",how_when_to_call_hotline,""Möchten Sie eine E-Mail an dialog@creacheck.com senden, um einen Rückruf zu vereinbaren?"",0.8";
"Support_Kontakt,An wen wende ich mich bei Fragen (allgemeiner Kontakt im CDU-Kontext)?,[],""Wenden Sie sich an dialog@creacheck.com oder an den Support unter 0631-366-888. Servicezeiten: 8 Uhr – 17 Uhr Montag bis Freitag, außer an Feiertagen."",""Fragen, allgemeiner Kontakt, Support, E-Mail, Telefonnummer, Servicezeiten"",who_to_contact_for_questions,Haben Sie die E-Mail-Adresse oder Telefonnummer des Supports notiert?,0.8";
"Vergleich_Tools,Was ist der Unterschied zwischen CreaCheck und Canva (für CDU-Anwendungen)?,[],""Hauptunterschiede für CDU-Nutzer: CD-Konformität: CreaCheck ist mit dem CDU-Corporate Design vortrainiert, was Markenkonsistenz garantiert. Canva bietet mehr Freiheit, aber auch mehr Risiko für Abweichungen und konsequänter Qualitat. Spezifische Vorlagen: CreaCheck bietet oft für Wahlkämpfe und CDU-spezifische Anlässe optimierte Vorlagen. Druckanbindung: Direkte Anbindung an Druckpartner mit optimierten Preisen sind ein absoluter Vorteil von CreaCheck."",""Unterschied, CreaCheck, Canva, CDU, Corporate Design, Vorlagen, Druckanbindung"",difference_creacheck_vs_canva,Möchten Sie mehr über die CD-Konformität oder Druckanbindung von CreaCheck erfahren?,0.8";
"Vergleich_Tools,Was ist der Unterschied zwischen CreaCheck und den Adobe-Programmen (für CDU-Anwendungen)?,[],""Hauptunterschiede für CDU-Nutzer: Benutzerfreundlichkeit: CreaCheck ist für Nutzer ohne Design-Vorkenntnisse konzipiert, was im ehrenamtlich geprägten Wahlkampf wichtig ist. Adobe erfordert erweitertes Fachwissen für das Erstellen im Corporate Design. Geschwindigkeit: Mit CreaCheck können schnell CD-konforme Materialien erstellt werden, ohne auf externe Designer oder langwierige Einarbeitung angewiesen zu sein. Kosten: Die Software Nutzung von CreaCheck ist für CDU-Mitglieder kostenfrei. Adobe erfordert sehr kostspielige Lizenzen und zeitintensive, regelmäßige Schulungen."",""Unterschied, CreaCheck, Adobe-Programme, Benutzerfreundlichkeit, Geschwindigkeit, Kosten"",difference_creacheck_vs_adobe,Sind Sie an den Kostenunterschieden oder der Benutzerfreundlichkeit von CreaCheck im Vergleich zu Adobe interessiert?,0.8";
"Vergleich_Tools,Was ist der Unterschied zwischen CreaCheck und CorelDRAW (für CDU-Anwendungen)?,[],""Die Nutzung der CreaCheck Software ist für CDU Mitglieder kostenfrei und stellt eine konsistente Einhaltung des Corporate Design sicher. CorelDRAW benötigt Design und Grafik Fachwissen, das Corporate Design muss immer selbst überprüft und sichergestellt werden, benötigt kostenpflichtige Lizenzen und enthält keinerlei Bestell-, Versand- oder Zahlungsfunktionen."",""Unterschied, CreaCheck, CorelDRAW, kostenfrei, Corporate Design, Fachwissen, Lizenzen"",difference_creacheck_vs_coreldraw,Möchten Sie mehr über die kostenfreie Nutzung von CreaCheck im Vergleich zu kostenpflichtigen Lizenzen für CorelDRAW erfahren?,0.8";
